vuosi;okmohjauksenala;korkeakoulu;tutkinnot;opiskelijat;uudet;lasna;fte
2005;Lääketieteet;Itä-Suomen yliopisto;255;1225;104;1195;
2005;Lääketieteet;Jyväskylän ammattikorkeakoulu;7;15;;15;
2005;Lääketieteet;Metropolia Ammattikorkeakoulu;62;240;61;215;
2005;Lääketieteet;Oulun ammattikorkeakoulu;16;87;27;74;
2005;Lääketieteet;Oulun yliopisto;318;1524;111;1445;
2005;Lääketieteet;Savonia-ammattikorkeakoulu;16;80;20;74;
2005;Lääketieteet;Tampereen yliopisto;268;1453;99;1400;
2005;Lääketieteet;Turun ammattikorkeakoulu;14;88;31;78;
2005;Lääketieteet;Turun yliopisto;302;1751;124;1699;
2005;Lääketieteet;Yrkeshögskolan Arcada;;2;;2;
2005;Terveys- ja hyvinvointialat;Centria-ammattikorkeakoulu;111;538;204;476;
2005;Terveys- ja hyvinvointialat;Diakonia-ammattikorkeakoulu;562;2698;820;2405;
2005;Terveys- ja hyvinvointialat;Helsingin yliopisto;201;1010;234;950;
2005;Terveys- ja hyvinvointialat;Humanistinen ammattikorkeak.;177;777;196;680;
2005;Terveys- ja hyvinvointialat;Hämeen ammattikorkeakoulu;190;920;302;859;
2005;Terveys- ja hyvinvointialat;Itä-Suomen yliopisto;375;1899;307;1817;
2005;Terveys- ja hyvinvointialat;Jyväskylän ammattikorkeakoulu;202;1171;375;1067;
2005;Terveys- ja hyvinvointialat;Jyväskylän yliopisto;76;491;76;461;
2005;Terveys- ja hyvinvointialat;Kajaanin ammattikorkeakoulu;63;394;154;345;
2005;Terveys- ja hyvinvointialat;Karelia-ammattikorkeakoulu;135;709;250;654;
2005;Terveys- ja hyvinvointialat;Kymenlaakson ammattikorkeak.;205;840;244;777;
2005;Terveys- ja hyvinvointialat;Lahden ammattikorkeakoulu;150;664;169;625;
2005;Terveys- ja hyvinvointialat;Lapin ammattikorkeakoulu;239;1413;440;1316;
2005;Terveys- ja hyvinvointialat;Laurea-ammattikorkeakoulu;494;2704;868;2465;
2005;Terveys- ja hyvinvointialat;Metropolia Ammattikorkeakoulu;640;3166;996;2777;
2005;Terveys- ja hyvinvointialat;Mikkelin ammattikorkeakoulu;219;1000;321;899;
2005;Terveys- ja hyvinvointialat;Oulun ammattikorkeakoulu;220;1468;465;1314;
2005;Terveys- ja hyvinvointialat;Oulun yliopisto;52;357;55;326;
2005;Terveys- ja hyvinvointialat;Saimaan ammattikorkeakoulu;101;593;236;563;
2005;Terveys- ja hyvinvointialat;Satakunnan ammattikorkeakoulu;302;1401;371;1309;
2005;Terveys- ja hyvinvointialat;Savonia-ammattikorkeakoulu;251;1149;311;1048;
2005;Terveys- ja hyvinvointialat;Seinäjoen ammattikorkeakoulu;198;824;262;751;
2005;Terveys- ja hyvinvointialat;Tampereen ammattikorkeakoulu;299;1729;532;1574;
2005;Terveys- ja hyvinvointialat;Tampereen yliopisto;47;525;69;510;
2005;Terveys- ja hyvinvointialat;Turun ammattikorkeakoulu;456;2224;742;2041;
2005;Terveys- ja hyvinvointialat;Turun yliopisto;49;297;47;278;
2005;Terveys- ja hyvinvointialat;Vaasan ammattikorkeakoulu;70;439;160;381;
2005;Terveys- ja hyvinvointialat;Yrkeshögskolan Arcada;93;713;201;632;
2005;Terveys- ja hyvinvointialat;Yrkeshögskolan Novia;169;960;280;864;
2005;Terveys- ja hyvinvointialat;Åbo Akademi;38;273;55;238;
2005;Palvelualat;Centria-ammattikorkeakoulu;25;234;90;201;
2005;Palvelualat;Haaga-Helia ammattikorkeakoulu;351;2047;536;1895;
2005;Palvelualat;Hämeen ammattikorkeakoulu;24;131;31;121;
2005;Palvelualat;Jyväskylän ammattikorkeakoulu;110;801;194;715;
2005;Palvelualat;Jyväskylän yliopisto;106;814;156;785;
2005;Palvelualat;Kajaanin ammattikorkeakoulu;39;338;134;297;
2005;Palvelualat;Karelia-ammattikorkeakoulu;58;289;102;263;
2005;Palvelualat;Kymenlaakson ammattikorkeak.;16;156;31;133;
2005;Palvelualat;Lahden ammattikorkeakoulu;75;715;163;655;
2005;Palvelualat;Lapin ammattikorkeakoulu;141;774;215;712;
2005;Palvelualat;Lapin yliopisto;10;175;36;160;
2005;Palvelualat;Laurea-ammattikorkeakoulu;165;980;263;872;
2005;Palvelualat;Metropolia Ammattikorkeakoulu;59;263;61;225;
2005;Palvelualat;Mikkelin ammattikorkeakoulu;111;484;123;443;
2005;Palvelualat;Saimaan ammattikorkeakoulu;38;262;92;241;
2005;Palvelualat;Satakunnan ammattikorkeakoulu;59;390;119;318;
2005;Palvelualat;Savonia-ammattikorkeakoulu;110;666;172;582;
2005;Palvelualat;Seinäjoen ammattikorkeakoulu;52;252;62;226;
2005;Palvelualat;Tampereen ammattikorkeakoulu;114;603;173;556;
2005;Palvelualat;Turun ammattikorkeakoulu;85;466;134;436;
2005;Palvelualat;Vaasan ammattikorkeakoulu;31;275;72;241;
2005;Palvelualat;Yrkeshögskolan Arcada;19;127;36;118;
2005;Palvelualat;Yrkeshögskolan Novia;68;552;133;447;
2006;Kasvatusalat;Centria-ammattikorkeakoulu;13;100;26;86;76.0
2006;Kasvatusalat;Helsingin yliopisto;433;3492;408;3300;2466.5
2006;Kasvatusalat;Itä-Suomen yliopisto;426;1796;299;1669;1409.0
2006;Kasvatusalat;Jyväskylän ammattikorkeakoulu;23;151;31;136;119.5
2006;Kasvatusalat;Jyväskylän yliopisto;353;1719;245;1663;1379.0
2006;Kasvatusalat;Karelia-ammattikorkeakoulu;6;104;25;93;80.0
2006;Kasvatusalat;Lahden ammattikorkeakoulu;20;128;21;115;100.0
2006;Kasvatusalat;Lapin yliopisto;172;888;138;847;698.5
2006;Kasvatusalat;Metropolia Ammattikorkeakoulu;87;478;94;406;349.0
2006;Kasvatusalat;Oulun ammattikorkeakoulu;28;173;52;150;125.0
2006;Kasvatusalat;Oulun yliopisto;275;1849;266;1716;1427.5
2006;Kasvatusalat;Savonia-ammattikorkeakoulu;40;190;60;166;110.0
2006;Kasvatusalat;Tampereen ammattikorkeakoulu;29;125;25;110;94.5
2006;Kasvatusalat;Tampereen yliopisto;225;1526;169;1433;1063.0
2006;Kasvatusalat;Turun ammattikorkeakoulu;33;179;30;166;150.5
2006;Kasvatusalat;Turun yliopisto;297;1924;307;1851;1513.5
2006;Kasvatusalat;Yrkeshögskolan Novia;9;47;9;45;41.5
2006;Kasvatusalat;Åbo Akademi;147;1092;148;956;762.0
2006;Taiteet ja kulttuurialat;Aalto-yliopisto;270;1874;247;1747;1307.5
2006;Taiteet ja kulttuurialat;Centria-ammattikorkeakoulu;15;115;32;98;96.0
2006;Taiteet ja kulttuurialat;Diakonia-ammattikorkeakoulu;26;151;32;140;128.0
2006;Taiteet ja kulttuurialat;Haaga-Helia ammattikorkeakoulu;2;213;61;189;165.5
2006;Taiteet ja kulttuurialat;Helsingin yliopisto;92;775;42;679;427.5
2006;Taiteet ja kulttuurialat;Humanistinen ammattikorkeak.;91;408;102;371;322.0
2006;Taiteet ja kulttuurialat;Hämeen ammattikorkeakoulu;60;511;115;493;445.5
2006;Taiteet ja kulttuurialat;Itä-Suomen yliopisto;;1;;1;0.5
2006;Taiteet ja kulttuurialat;Jyväskylän ammattikorkeakoulu;48;384;101;336;307.5
2006;Taiteet ja kulttuurialat;Jyväskylän yliopisto;96;697;77;646;471.0
2006;Taiteet ja kulttuurialat;Karelia-ammattikorkeakoulu;58;514;132;473;425.0
2006;Taiteet ja kulttuurialat;Kymenlaakson ammattikorkeak.;95;598;148;560;517.0
2006;Taiteet ja kulttuurialat;Lahden ammattikorkeakoulu;148;902;159;864;756.0
2006;Taiteet ja kulttuurialat;Lapin ammattikorkeakoulu;55;284;67;269;244.5
2006;Taiteet ja kulttuurialat;Lapin yliopisto;111;954;136;904;709.0
2006;Taiteet ja kulttuurialat;Laurea-ammattikorkeakoulu;24;228;44;211;192.5
2006;Taiteet ja kulttuurialat;Metropolia Ammattikorkeakoulu;174;1352;383;1235;1109.5
2006;Taiteet ja kulttuurialat;Mikkelin ammattikorkeakoulu;46;321;80;293;260.0
2006;Taiteet ja kulttuurialat;Oulun ammattikorkeakoulu;40;305;55;284;248.0
2006;Taiteet ja kulttuurialat;Saimaan ammattikorkeakoulu;33;160;43;143;138.0
2006;Taiteet ja kulttuurialat;Satakunnan ammattikorkeakoulu;44;207;63;199;185.5
2006;Taiteet ja kulttuurialat;Savonia-ammattikorkeakoulu;130;672;180;601;561.5
2006;Taiteet ja kulttuurialat;Seinäjoen ammattikorkeakoulu;49;352;107;322;300.5
2006;Taiteet ja kulttuurialat;Taideyliopisto;334;2167;271;2063;1533.5
2006;Taiteet ja kulttuurialat;Tampereen ammattikorkeakoulu;134;845;191;793;719.5
2006;Taiteet ja kulttuurialat;Tampereen yliopisto;34;317;34;272;185.5
2006;Taiteet ja kulttuurialat;Turun ammattikorkeakoulu;140;762;210;703;654.5
2006;Taiteet ja kulttuurialat;Turun yliopisto;18;242;20;222;155.5
2006;Taiteet ja kulttuurialat;Yrkeshögskolan Arcada;12;199;40;181;152.0
2006;Taiteet ja kulttuurialat;Yrkeshögskolan Novia;72;395;90;360;335.0
2006;Taiteet ja kulttuurialat;Åbo Akademi;6;168;15;140;98.5
2006;Humanistiset alat;Centria-ammattikorkeakoulu;3;1;;1;0.5
2006;Humanistiset alat;Diakonia-ammattikorkeakoulu;14;94;27;85;77.5
2006;Humanistiset alat;Helsingin yliopisto;979;10229;836;9193;6694.0
2006;Humanistiset alat;Humanistinen ammattikorkeak.;37;209;56;184;168.5
2006;Humanistiset alat;Itä-Suomen yliopisto;296;2368;339;2121;1695.5
2006;Humanistiset alat;Jyväskylän yliopisto;409;2820;400;2671;2182.0
2006;Humanistiset alat;Mikkelin ammattikorkeakoulu;;1;;1;1.0
2006;Humanistiset alat;Oulun yliopisto;287;2168;251;2005;1567.0
2006;Humanistiset alat;Tampereen yliopisto;298;3423;332;3033;2283.5
2006;Humanistiset alat;Turun yliopisto;439;4533;452;4169;3129.5
2006;Humanistiset alat;Vaasan yliopisto;78;876;125;727;564.0
2006;Humanistiset alat;Åbo Akademi;148;1376;148;1214;903.5
2006;Yhteiskunnalliset alat;Aalto-yliopisto;33;352;2;341;250.5
2006;Yhteiskunnalliset alat;Helsingin yliopisto;647;5747;516;5321;3795.5
2006;Yhteiskunnalliset alat;Itä-Suomen yliopisto;300;2309;368;2112;1639.5
2006;Yhteiskunnalliset alat;Jyväskylän yliopisto;330;2227;278;2129;1684.0
2006;Yhteiskunnalliset alat;Lapin yliopisto;116;1413;206;1309;1000.5
2006;Yhteiskunnalliset alat;Lappeenrannan tekn. yliopisto;2;1;0;;0.0
2006;Yhteiskunnalliset alat;Oulun ammattikorkeakoulu;11;105;30;93;87.0
2006;Yhteiskunnalliset alat;Oulun yliopisto;33;376;56;350;273.0
2006;Yhteiskunnalliset alat;Seinäjoen ammattikorkeakoulu;24;90;28;85;79.0
2006;Yhteiskunnalliset alat;Svenska handelshögskolan;12;57;0;54;35.0
2006;Yhteiskunnalliset alat;Tampereen yliopisto;508;5182;431;4689;3334.5
2006;Yhteiskunnalliset alat;Turun ammattikorkeakoulu;31;114;38;107;99.5
2006;Yhteiskunnalliset alat;Turun yliopisto;257;2150;200;2031;1477.5
2006;Yhteiskunnalliset alat;Vaasan yliopisto;121;1090;144;975;743.5
2006;Yhteiskunnalliset alat;Åbo Akademi;123;1210;117;1072;822.5
2006;Kauppa, hallinto ja oikeustieteet;Aalto-yliopisto;494;3725;563;3495;2743.5
2006;Kauppa, hallinto ja oikeustieteet;Centria-ammattikorkeakoulu;120;668;180;593;522.5
2006;Kauppa, hallinto ja oikeustieteet;Haaga-Helia ammattikorkeakoulu;930;5391;1447;4920;4299.5
2006;Kauppa, hallinto ja oikeustieteet;Helsingin yliopisto;240;2457;231;2301;1716.5
2006;Kauppa, hallinto ja oikeustieteet;Hämeen ammattikorkeakoulu;131;817;210;784;697.5
2006;Kauppa, hallinto ja oikeustieteet;Itä-Suomen yliopisto;;692;127;640;529.0
2006;Kauppa, hallinto ja oikeustieteet;Jyväskylän ammattikorkeakoulu;207;1130;288;1000;906.5
2006;Kauppa, hallinto ja oikeustieteet;Jyväskylän yliopisto;149;995;116;970;761.0
2006;Kauppa, hallinto ja oikeustieteet;Kajaanin ammattikorkeakoulu;101;463;129;421;372.5
2006;Kauppa, hallinto ja oikeustieteet;Karelia-ammattikorkeakoulu;91;572;145;514;468.0
2006;Kauppa, hallinto ja oikeustieteet;Kymenlaakson ammattikorkeak.;134;954;277;866;787.0
2006;Kauppa, hallinto ja oikeustieteet;Lahden ammattikorkeakoulu;159;945;267;879;762.5
2006;Kauppa, hallinto ja oikeustieteet;Lapin ammattikorkeakoulu;189;949;227;879;781.0
2006;Kauppa, hallinto ja oikeustieteet;Lapin yliopisto;86;1230;177;1175;967.0
2006;Kauppa, hallinto ja oikeustieteet;Lappeenrannan tekn. yliopisto;215;1323;209;1190;916.5
2006;Kauppa, hallinto ja oikeustieteet;Laurea-ammattikorkeakoulu;411;2845;804;2546;2231.5
2006;Kauppa, hallinto ja oikeustieteet;Metropolia Ammattikorkeakoulu;223;1145;356;991;878.0
2006;Kauppa, hallinto ja oikeustieteet;Mikkelin ammattikorkeakoulu;121;700;226;626;548.5
2006;Kauppa, hallinto ja oikeustieteet;Oulun ammattikorkeakoulu;224;1110;330;1007;904.0
2006;Kauppa, hallinto ja oikeustieteet;Oulun yliopisto;108;857;125;798;640.5
2006;Kauppa, hallinto ja oikeustieteet;Saimaan ammattikorkeakoulu;144;574;169;518;472.5
2006;Kauppa, hallinto ja oikeustieteet;Satakunnan ammattikorkeakoulu;258;1593;449;1419;1266.5
2006;Kauppa, hallinto ja oikeustieteet;Savonia-ammattikorkeakoulu;160;1136;393;1039;966.0
2006;Kauppa, hallinto ja oikeustieteet;Seinäjoen ammattikorkeakoulu;182;1060;316;965;861.5
2006;Kauppa, hallinto ja oikeustieteet;Svenska handelshögskolan;241;2351;364;2063;1587.5
2006;Kauppa, hallinto ja oikeustieteet;Tampereen ammattikorkeakoulu;307;1677;482;1507;1347.5
2006;Kauppa, hallinto ja oikeustieteet;Tampereen yliopisto;123;1156;97;1074;809.0
2006;Kauppa, hallinto ja oikeustieteet;Turun ammattikorkeakoulu;253;1422;350;1306;1172.5
2006;Kauppa, hallinto ja oikeustieteet;Turun yliopisto;344;3172;537;2946;2329.0
2006;Kauppa, hallinto ja oikeustieteet;Vaasan ammattikorkeakoulu;139;907;249;790;697.0
2006;Kauppa, hallinto ja oikeustieteet;Vaasan yliopisto;235;2400;322;2122;1619.0
2006;Kauppa, hallinto ja oikeustieteet;Yrkeshögskolan Arcada;44;475;121;411;363.0
2006;Kauppa, hallinto ja oikeustieteet;Yrkeshögskolan Novia;16;191;75;167;145.0
2006;Kauppa, hallinto ja oikeustieteet;Åbo Akademi;130;870;76;769;560.0
2006;Luonnontieteet;Helsingin yliopisto;761;7141;925;6428;4671.0
2006;Luonnontieteet;Itä-Suomen yliopisto;244;2359;352;2083;1604.0
2006;Luonnontieteet;Jyväskylän yliopisto;241;2433;351;2211;1748.5
2006;Luonnontieteet;Laurea-ammattikorkeakoulu;25;105;28;91;84.0
2006;Luonnontieteet;Oulun yliopisto;255;2708;382;2409;1831.5
2006;Luonnontieteet;Svenska handelshögskolan;;6;0;5;2.5
2006;Luonnontieteet;Tampereen yliopisto;51;841;155;731;576.0
2006;Luonnontieteet;Turun ammattikorkeakoulu;20;128;34;120;105.0
2006;Luonnontieteet;Turun yliopisto;234;2747;367;2534;1930.0
2006;Luonnontieteet;Vaasan yliopisto;;2;0;1;0.5
2006;Luonnontieteet;Yrkeshögskolan Novia;7;41;13;35;33.5
2006;Luonnontieteet;Åbo Akademi;80;737;75;642;462.5
2006;Tietojenkäsittely ja tietoliikenne;Aalto-yliopisto;351;3813;324;3441;2433.0
2006;Tietojenkäsittely ja tietoliikenne;Centria-ammattikorkeakoulu;45;339;82;308;265.5
2006;Tietojenkäsittely ja tietoliikenne;Haaga-Helia ammattikorkeakoulu;209;1655;434;1495;1233.0
2006;Tietojenkäsittely ja tietoliikenne;Helsingin yliopisto;193;2421;212;2119;1368.0
2006;Tietojenkäsittely ja tietoliikenne;Hämeen ammattikorkeakoulu;93;599;120;570;490.0
2006;Tietojenkäsittely ja tietoliikenne;Itä-Suomen yliopisto;113;1112;143;1005;721.5
2006;Tietojenkäsittely ja tietoliikenne;Jyväskylän ammattikorkeakoulu;168;1068;218;947;810.5
2006;Tietojenkäsittely ja tietoliikenne;Jyväskylän yliopisto;167;1558;153;1480;1067.5
2006;Tietojenkäsittely ja tietoliikenne;Kajaanin ammattikorkeakoulu;56;361;95;310;275.5
2006;Tietojenkäsittely ja tietoliikenne;Karelia-ammattikorkeakoulu;91;517;143;449;391.5
2006;Tietojenkäsittely ja tietoliikenne;Kymenlaakson ammattikorkeak.;42;197;30;174;146.5
2006;Tietojenkäsittely ja tietoliikenne;Lahden ammattikorkeakoulu;104;599;126;537;443.5
2006;Tietojenkäsittely ja tietoliikenne;Lapin ammattikorkeakoulu;125;989;310;918;798.5
2006;Tietojenkäsittely ja tietoliikenne;Lappeenrannan tekn. yliopisto;72;820;82;724;529.5
2006;Tietojenkäsittely ja tietoliikenne;Laurea-ammattikorkeakoulu;114;700;179;606;534.0
2006;Tietojenkäsittely ja tietoliikenne;Metropolia Ammattikorkeakoulu;195;2140;556;1797;1482.0
2006;Tietojenkäsittely ja tietoliikenne;Mikkelin ammattikorkeakoulu;97;518;124;427;370.0
2006;Tietojenkäsittely ja tietoliikenne;Oulun ammattikorkeakoulu;259;1762;455;1588;1372.0
2006;Tietojenkäsittely ja tietoliikenne;Oulun yliopisto;147;2784;242;2540;1751.0
2006;Tietojenkäsittely ja tietoliikenne;Saimaan ammattikorkeakoulu;49;305;84;265;235.5
2006;Tietojenkäsittely ja tietoliikenne;Satakunnan ammattikorkeakoulu;103;703;191;606;537.5
2006;Tietojenkäsittely ja tietoliikenne;Savonia-ammattikorkeakoulu;103;699;209;614;548.5
2006;Tietojenkäsittely ja tietoliikenne;Seinäjoen ammattikorkeakoulu;94;696;143;621;541.0
2006;Tietojenkäsittely ja tietoliikenne;Svenska handelshögskolan;2;33;0;30;19.5
2006;Tietojenkäsittely ja tietoliikenne;Tampereen ammattikorkeakoulu;160;1185;312;1051;898.0
2006;Tietojenkäsittely ja tietoliikenne;Tampereen tekn. yliopisto;206;3099;300;2648;1864.5
2006;Tietojenkäsittely ja tietoliikenne;Tampereen yliopisto;58;1137;123;1028;708.0
2006;Tietojenkäsittely ja tietoliikenne;Turun ammattikorkeakoulu;233;1469;323;1293;1093.0
2006;Tietojenkäsittely ja tietoliikenne;Turun yliopisto;106;1561;128;1421;949.0
2006;Tietojenkäsittely ja tietoliikenne;Vaasan ammattikorkeakoulu;90;879;204;736;633.5
2006;Tietojenkäsittely ja tietoliikenne;Vaasan yliopisto;23;472;52;395;289.5
2006;Tietojenkäsittely ja tietoliikenne;Yrkeshögskolan Arcada;19;137;27;113;86.5
2006;Tietojenkäsittely ja tietoliikenne;Yrkeshögskolan Novia;20;169;27;159;134.5
2006;Tietojenkäsittely ja tietoliikenne;Åbo Akademi;41;542;49;477;331.0
2006;Tekniikan alat;Aalto-yliopisto;924;10986;1071;9631;6880.0
2006;Tekniikan alat;Centria-ammattikorkeakoulu;167;1236;318;1081;955.5
2006;Tekniikan alat;Hämeen ammattikorkeakoulu;301;2020;496;1934;1686.0
2006;Tekniikan alat;Itä-Suomen yliopisto;;22;1;21;17.5
2006;Tekniikan alat;Jyväskylän ammattikorkeakoulu;248;1649;515;1393;1198.5
2006;Tekniikan alat;Kajaanin ammattikorkeakoulu;30;312;110;258;228.0
2006;Tekniikan alat;Karelia-ammattikorkeakoulu;121;811;265;718;628.0
2006;Tekniikan alat;Kymenlaakson ammattikorkeak.;157;1333;305;1131;992.5
2006;Tekniikan alat;Lahden ammattikorkeakoulu;137;934;214;826;730.0
2006;Tekniikan alat;Lapin ammattikorkeakoulu;146;1174;320;1057;915.0
2006;Tekniikan alat;Lappeenrannan tekn. yliopisto;287;3429;492;2864;2208.5
2006;Tekniikan alat;Metropolia Ammattikorkeakoulu;598;5154;1344;4383;3795.5
2006;Tekniikan alat;Mikkelin ammattikorkeakoulu;110;1032;331;879;793.5
2006;Tekniikan alat;Oulun ammattikorkeakoulu;195;1947;550;1682;1487.0
2006;Tekniikan alat;Oulun yliopisto;283;3384;273;3010;2180.0
2006;Tekniikan alat;Saimaan ammattikorkeakoulu;117;855;203;751;659.0
2006;Tekniikan alat;Satakunnan ammattikorkeakoulu;206;1564;398;1339;1170.5
2006;Tekniikan alat;Savonia-ammattikorkeakoulu;225;1768;476;1530;1346.5
2006;Tekniikan alat;Seinäjoen ammattikorkeakoulu;91;647;176;541;481.0
2006;Tekniikan alat;Tampereen ammattikorkeakoulu;405;2819;779;2396;2162.0
2006;Tekniikan alat;Tampereen tekn. yliopisto;698;9186;978;7569;5619.0
2006;Tekniikan alat;Turun ammattikorkeakoulu;296;2366;655;1984;1725.5
2006;Tekniikan alat;Vaasan ammattikorkeakoulu;151;961;230;815;709.0
2006;Tekniikan alat;Vaasan yliopisto;4;249;23;203;142.5
2006;Tekniikan alat;Yrkeshögskolan Arcada;38;392;98;324;272.0
2006;Tekniikan alat;Yrkeshögskolan Novia;110;804;115;739;623.0
2006;Tekniikan alat;Åbo Akademi;68;508;51;437;318.5
2006;Maa- ja metsätalousalat;Helsingin yliopisto;301;3287;348;3083;2309.5
2006;Maa- ja metsätalousalat;Hämeen ammattikorkeakoulu;118;854;214;823;721.0
2006;Maa- ja metsätalousalat;Itä-Suomen yliopisto;74;388;63;340;267.5
2006;Maa- ja metsätalousalat;Jyväskylän ammattikorkeakoulu;27;190;52;177;160.0
2006;Maa- ja metsätalousalat;Karelia-ammattikorkeakoulu;67;387;121;347;310.0
2006;Maa- ja metsätalousalat;Kymenlaakson ammattikorkeak.;42;265;49;237;213.0
2006;Maa- ja metsätalousalat;Lapin ammattikorkeakoulu;52;309;83;263;210.0
2006;Maa- ja metsätalousalat;Laurea-ammattikorkeakoulu;14;105;33;94;83.5
2006;Maa- ja metsätalousalat;Mikkelin ammattikorkeakoulu;45;237;66;202;177.5
2006;Maa- ja metsätalousalat;Oulun ammattikorkeakoulu;46;328;87;279;237.0
2006;Maa- ja metsätalousalat;Savonia-ammattikorkeakoulu;29;229;57;196;184.5
2006;Maa- ja metsätalousalat;Seinäjoen ammattikorkeakoulu;78;592;147;526;443.5
2006;Maa- ja metsätalousalat;Tampereen ammattikorkeakoulu;29;151;42;143;120.0
2006;Maa- ja metsätalousalat;Turun ammattikorkeakoulu;24;131;34;111;96.0
2006;Maa- ja metsätalousalat;Yrkeshögskolan Novia;40;286;57;235;193.5
2006;Lääketieteet;Helsingin yliopisto;411;2308;113;2259;1557.0
2006;Lääketieteet;Itä-Suomen yliopisto;178;1244;105;1206;975.0
2006;Lääketieteet;Jyväskylän ammattikorkeakoulu;;28;14;28;25.0
2006;Lääketieteet;Metropolia Ammattikorkeakoulu;48;247;82;220;214.0
2006;Lääketieteet;Oulun ammattikorkeakoulu;8;79;24;67;63.0
2006;Lääketieteet;Oulun yliopisto;222;1558;99;1489;1155.5
2006;Lääketieteet;Savonia-ammattikorkeakoulu;3;99;36;83;80.5
2006;Lääketieteet;Tampereen yliopisto;247;1427;109;1390;1000.0
2006;Lääketieteet;Turun ammattikorkeakoulu;17;102;37;91;77.5
2006;Lääketieteet;Turun yliopisto;207;1828;135;1779;1312.5
2006;Lääketieteet;Yrkeshögskolan Arcada;;1;;1;0.5
2006;Terveys- ja hyvinvointialat;Centria-ammattikorkeakoulu;114;688;181;597;546.5
2006;Terveys- ja hyvinvointialat;Diakonia-ammattikorkeakoulu;575;2676;782;2391;2196.0
2006;Terveys- ja hyvinvointialat;Helsingin yliopisto;243;949;146;883;742.0
2006;Terveys- ja hyvinvointialat;Humanistinen ammattikorkeak.;181;769;189;676;593.5
2006;Terveys- ja hyvinvointialat;Hämeen ammattikorkeakoulu;177;860;212;835;757.0
2006;Terveys- ja hyvinvointialat;Itä-Suomen yliopisto;405;1895;339;1832;1446.5
2006;Terveys- ja hyvinvointialat;Jyväskylän ammattikorkeakoulu;255;1179;351;1074;991.0
2006;Terveys- ja hyvinvointialat;Jyväskylän yliopisto;71;492;74;474;356.0
2006;Terveys- ja hyvinvointialat;Kajaanin ammattikorkeakoulu;56;393;102;357;344.0
2006;Terveys- ja hyvinvointialat;Karelia-ammattikorkeakoulu;134;816;283;758;724.5
2006;Terveys- ja hyvinvointialat;Kymenlaakson ammattikorkeak.;161;830;235;760;705.5
2006;Terveys- ja hyvinvointialat;Lahden ammattikorkeakoulu;123;731;241;684;626.0
2006;Terveys- ja hyvinvointialat;Lapin ammattikorkeakoulu;279;1452;442;1345;1224.5
2006;Terveys- ja hyvinvointialat;Laurea-ammattikorkeakoulu;495;2822;845;2537;2338.5
2006;Terveys- ja hyvinvointialat;Metropolia Ammattikorkeakoulu;646;3278;1006;2872;2680.5
2006;Terveys- ja hyvinvointialat;Mikkelin ammattikorkeakoulu;205;1109;383;995;935.0
2006;Terveys- ja hyvinvointialat;Oulun ammattikorkeakoulu;268;1494;452;1351;1217.5
2006;Terveys- ja hyvinvointialat;Oulun yliopisto;58;357;52;328;244.5
2006;Terveys- ja hyvinvointialat;Saimaan ammattikorkeakoulu;126;659;196;621;580.5
2006;Terveys- ja hyvinvointialat;Satakunnan ammattikorkeakoulu;302;1430;441;1338;1237.0
2006;Terveys- ja hyvinvointialat;Savonia-ammattikorkeakoulu;271;1198;370;1076;1028.5
